N;Mode;T_0;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;kfT_0;kfT_1;kfT_2;kfT_3;kfT_4;kfT_5;kfT_6;kfT_7;kfT_8;kfT_9;kfT_dot_0;kfT_dot_1;kfT_dot_2;kfT_dot_3;kfT_dot_4;kfT_dot_5;kfT_dot_6;kfT_dot_7;kfT_dot_8;kfT_dot_9;rwavT_0;rwavT_1;rwavT_2;rwavT_3;rwavT_4;rwavT_5;rwavT_6;rwavT_7;rwavT_8;rwavT_9;ma13T_0;ma13T_1;ma13T_2;ma13T_3;ma13T_4;ma13T_5;ma13T_6;ma13T_7;ma13T_8;ma13T_9;ma55T_0;ma55T_1;ma55T_2;ma55T_3;ma55T_4;ma55T_5;ma55T_6;ma55T_7;ma55T_8;ma55T_9;ma144T_0;ma144T_1;ma144T_2;ma144T_3;ma144T_4;ma144T_5;ma144T_6;ma144T_7;ma144T_8;ma144T_9;S_0;S_1;S_2;S_3;S_4;S_5;S_6;S_7;S_8;S_9;Lfc_0;Lfc_1;Lfc_2;Lfc_3;Lfc_4;Lfc_5;Lfc_6;Lfc_7;Lfc_8;Lfc_9
737;4;47.8864587695401;49.7745290505566;43.7630826716334;49.6960756064674;51.4268608200134;49.783828954096;47.617100788019;36.5226991687638;44.6181373010514;49.6072846816231;47.7479957906676;49.2554058505377;43.453016659835;49.6500835669306;51.5258625958992;49.4770624350442;47.0583947534262;36.5116558030019;45.0255076924826;49.7008032151762;-1.82639081701602;-2.10667660118441;-1.84061133153525;-2.43188731002001;-2.21259849607203;-1.94910900175407;-2.56184710561795;-0.955141526338716;-1.92707677483355;-2.04920638433142;26.6607151811402;25.6081924587221;25.1796502042105;25.7241746375742;26.1565585346157;27.55856537646;27.9077841411303;22.2183790183119;28.0217573762983;28.4182735574007;56.2522762560905;53.3155322102685;53.3821299607819;56.4252888752471;57.6806600415141;55.295201106888;55.4155143151015;49.501703210937;54.6616528038159;56.5788193785607;47.8040299677473;43.8191462480279;43.9060602943991;44.4799794151935;49.4257542823985;44.8345750649682;44.2241898899448;50.0956347564851;46.6060999496347;45.7353631720007;47.5356222227145;45.9472724261473;44.2357896699;47.3676161897031;49.0422160965735;45.0007530155021;46.6349520913714;49.2299892370008;46.9889761142616;45.8520452829963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738;0;46.0394275065759;47.0193279977608;42.3540062721098;46.8608803831068;48.9101587779792;47.3752919127473;44.673904961664;34.7004045464494;43.4242369488799;47.9530443587766;45.9238228657175;47.1458667386118;41.6091726226381;47.210690144213;49.3103296472213;47.5273165585277;44.4910978497535;35.5261454937952;43.0975546363772;47.650362571009;-1.8611241343273;-2.09603506580483;-1.77842265406665;-2.31719256959171;-2.15732753560913;-1.95111661489886;-2.48059897492717;-0.308196585068433;-1.88668703333385;-2.00989111570473;25.5174951183283;24.5142118077026;24.1006732565466;24.6431623812444;25.0533462303703;26.369536384202;26.7499471857026;21.2536964886935;26.8222662731066;27.1921766239284;55.7963119298097;53.5288579564294;52.7837112262721;56.3592801589088;57.7093301855312;55.3182136133149;55.2012638238282;47.8126395203037;54.0564836038091;56.5013832094818;47.8677835212752;43.9653274122623;43.9954610321096;44.6137194465957;49.3929608244147;44.9953700108343;44.3612227276573;49.8651790245736;46.7047290710476;45.923689552779;47.5931888426018;45.9049487216807;44.2338946757482;47.3021786856419;49.1334696895169;45.0898942604682;46.5831607283781;49.2486971567599;47.0187239184388;45.9218784652352;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
739;3;43.9891659945413;44.4952765348429;40.0131545467098;44.3128658519125;47.5758260192884;46.0331298346005;42.0975844742363;35.4898165891492;41.3638270191191;45.5136376439579;44.0646275492622;45.0448486335003;39.8171457059108;44.8859451323173;47.1539941511307;45.5762921517387;41.9994874021672;35.1913751608145;41.2069184414986;45.6359228104579;-1.90355248339163;-2.01637078325592;-1.54839143919526;-2.15746546123555;-2.15260064808781;-1.95378790191598;-2.27920416420096;0.347339165702211;-1.81130636408951;-1.92254112287427;24.4377855743594;23.4725587991846;23.0647754637311;23.6044638287626;24.0137918774454;25.2385161589801;25.6412217143673;20.3055222483578;25.6755876127533;26.0197289214013;55.0099102496906;53.4176810838231;51.8502056547782;55.922307115977;57.3678607837139;55.0104485894355;54.6072072168439;46.0503586547235;53.1258882470842;56.0771445136612;47.9252332388858;44.0942266492858;44.0716079251367;44.7405673097171;49.3462325072309;45.1407571660724;44.47986802604;49.6425127800468;46.7902069984488;46.0974567471025;47.650913893959;45.8467016351686;44.235202770165;47.228874187081;49.2097718995334;45.1741341361474;46.5164568227577;49.260867229113;47.0474205676127;45.9883576254295;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
740;1;42.1911683504298;43.4693032407403;38.7487983855213;42.8778085595977;45.211362193468;43.0978659353506;39.3062235490896;34.8217161632038;39.3247440009472;43.3135085143906;42.1644346127;43.0277105121951;38.2461401743418;42.7262432600336;44.9988119733553;43.6177213899011;39.7034496356429;35.5075168968237;39.3882198008924;43.7085748212139;-1.97161420024312;-1.97483130399496;-1.11894785236639;-2.06090642502047;-2.10907187463526;-1.88178915190144;-1.94053114763632;1.08114998727851;-1.67168794454181;-1.81333944225345;23.4477647496802;22.5066619731885;22.0887820905783;22.631153866692;23.0665109844424;24.1937779263604;24.6021121868496;19.3912510435999;24.6104600905281;24.9282943666025;53.9514311395502;53.0191291478718;50.6307578150047;55.1665010624856;56.7085648052976;54.3964729980738;53.6718341285738;44.3389061905889;51.9141656777921;55.3398923671576;47.9691518042858;44.2049958519957;44.1346210466987;44.8625725053641;49.2819375292177;45.2689237849496;44.5802329200916;49.435629180737;46.8582207974213;46.2518966068667;47.7011395996728;45.7711898326061;44.2398059858648;47.1520527009199;49.2680520158327;45.2474132346978;46.4344833431637;49.2661384998917;47.0717998342108;46.0451024022093;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0
741;0;41.1167385835121;41.5044962928487;36.1216442922347;41.3696958273361;42.4413631886012;42.0360374030548;37.9938907602735;33.5832670388529;38.0560283468637;42.1011702550985;40.1968098614946;41.047841161324;37.0903090911751;40.6635208049569;42.883034987471;41.7340278597748;37.7455780393927;36.5636592835681;37.707378193731;41.8944449547422;-2.05865286707485;-1.88042621408159;-0.396536405096448;-1.99402587403971;-1.98651484155119;-1.82249348097133;-1.5398559358711;1.74607395474273;-1.48200291068864;-1.75883753730946;22.5777789066493;21.6486496755537;21.1903289101885;21.7564099396163;22.2414458316332;23.2616470471029;23.6546038744566;18.5297256855638;23.6563938917954;23.9524463226886;52.6642246282229;52.353761533099;49.1873562811241;54.1280251859589;55.7625962426399;53.4932559747524;52.427904626853;42.7718035840316;50.4685037626211;54.3177254116053;47.9881454022214;44.2945724530539;44.1812689888843;44.9788618629616;49.1922211872557;45.373135010401;44.6585866014986;49.2506779585176;46.9024193949363;46.3794153782021;47.734406767793;45.6767841779651;44.2481269964107;47.0746751117043;49.3034818390716;45.3029720732805;46.3354729028677;49.2626011347474;47.0871153706664;46.0842407747925;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0
742;4;38.7109115794597;39.4967610755788;33.7104754904484;38.9532324629745;41.1706223856851;40.3851076378652;36.0077921633064;39.2385847456218;36.12443804556;40.8527446373505;38.1297825128985;39.1545952224861;36.6572503067391;38.6600313378926;40.8924750559954;39.9067702147804;36.1828450034437;38.3273297954081;36.209454195351;40.1342604464915;-1.95853135940955;-1.64665246745147;0.432084244159002;-1.82144787979346;-1.87689072680633;-1.72366452360693;-1.02775621152109;1.71864668287801;-1.17087602865441;-1.71562457906258;21.8511324486315;20.9169921423408;20.3731563505477;21.0037066375531;21.5520919182403;22.4659767801217;22.8179200353081;17.7388188901155;22.8362687871045;23.123478756389;51.1759158918519;51.415252735748;47.5965136445754;52.8180326804296;54.5407541267837;52.3231467535473;50.9125896862515;41.4226486028233;48.8422598635398;53.0363278869567;47.9711209837229;44.35666255489;44.2097262582218;45.0822464749599;49.071878639905;45.4466337789555;44.71176679192;49.0952422437696;46.9177288906714;46.473092927009;47.7426141409729;45.5629661977265;44.2612659977537;46.9977043610017;49.3129620131127;45.3358477215135;46.2184804573995;49.2513628602124;47.087881656438;46.1002348870283;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;5;0;0
743;3;36.1672771707476;37.3165143552181;36.8858650284724;36.878442741568;39.6796648110819;38.4402110328317;33.1305153524863;41.3655423128333;33.447780280809;38.2386203712985;36.1473173834549;37.4853663253851;37.0849262195142;36.8214831947773;39.0083329702623;38.1718501385627;35.1300596937525;40.0780220555681;35.0188760545441;38.4088785316951;-1.54891857889618;-1.2096398268687;0.817130276533238;-1.49167449302907;-1.71991977748893;-1.50910025802461;-0.438849766947705;1.21536389916164;-0.758408321558091;-1.54436638733042;21.26317087725;20.3204981010459;19.6494485170268;20.385562164995;20.9963694281002;21.818038590927;22.1025651110164;17.0574875448048;22.1603320420532;22.4627372057044;49.4993248363061;50.187079948722;45.9528781436796;51.2319536057341;53.0394193940002;50.9023210866547;49.1593732290923;40.3559469901123;47.095403218696;51.5120310455042;47.9096851299496;44.3850520431347;44.2253143385228;45.1608463049663;48.9175350142343;45.4822990002643;44.7367036854708;48.9759885943234;46.9012765837355;46.5254150165708;47.7210188071813;45.4323722060236;44.2810507329517;46.9215949503751;49.2962156882429;45.3436492946861;46.0842770881544;49.2358507887708;47.0688489028435;46.0915570693178;0;0;1;0;0;0;1;1;1;0;0;0;2;0;0;0;1;6;1;0
744;3;33.178797405215;35.4190054424041;40.0772443500044;34.6338940654927;36.9807486399598;36.3469481814123;35.9761833224137;43.2532288409582;35.4297374983742;36.9700507022226;34.5618465799251;36.2473265978548;37.9171963416242;35.3058889879162;37.2707584769579;36.6444633613606;34.6873855034704;41.3274311153994;34.2575764667915;36.8521113323623;-0.830412994195522;-0.605172700379287;0.742635556379638;-0.995843596622221;-1.38044466351712;-1.13784225660274;-0.147347446975781;0.50057272217782;-0.563229382932168;-1.28368809237495;20.8158490483535;19.8719963335893;19.0724037884418;19.9215081792782;20.586610040729;21.3348429812942;21.5311339985857;16.5300904524242;21.6437949951238;21.9853744703413;47.6920520677374;48.7013019879;44.3933567772552;49.4167811970553;51.2945136592819;49.2772245083157;47.2516688413583;39.580432783981;45.319430955619;49.7901288335788;47.8016954129663;44.3759218961104;44.2366213062077;45.204828385865;48.7261331360054;45.4732923665966;44.7328173131383;48.8874016578155;46.8521047913409;46.5289879889415;47.6712592872274;45.2927314750367;44.3081772981632;46.8475879459687;49.2564761060699;45.3283352489386;45.9368123646388;49.2183987255838;47.0311851556775;46.0614671004259;1;0;1;1;0;0;1;1;1;0;1;0;3;1;0;0;2;7;2;0
745;1;32.0192077035121;33.9963285009982;39.0956919424815;32.921780438187;35.6678701946511;34.5894462670323;35.1131848545804;42.2388982396011;33.8982684978075;35.5167702906133;33.7021321532332;35.6175945679884;38.6666026222615;34.2880347901756;35.8694641193223;35.4857745152282;34.5316283513324;41.8450246879706;33.6842410291639;35.5510505801196;-0.113452930958892;0.005090561605188;0.618283649231042;-0.464251719664835;-0.922936620080741;-0.659934589797615;0.102825737897056;-0.029719685731567;-0.334386990462249;-0.909226080161041;20.4859096762304;19.551233658306;18.6614846911986;19.5992536270271;20.3013255013137;20.9999454650104;21.1189946724485;16.1732337353538;21.2892920170738;21.6681150583043;45.8368917050361;47.0561612971169;43.0132723225943;47.4741170473104;49.3947759309014;47.5377221955268;45.3180839903619;39.0649197293964;43.5993603793028;47.9605146093962;47.6521358679955;44.3317321089692;44.2456809071924;45.2069926532494;48.4948519399042;45.4170941917111;44.7026615025192;48.8156860898807;46.7713751681429;46.4823366858849;47.5980663532122;45.1528230138951;44.3394338887572;46.7785044753515;49.1964960503216;45.2930281723809;45.7808452274632;49.1973849678642;46.9782228179574;46.0137114620748;1;1;1;1;0;1;1;1;1;0;2;1;4;2;0;1;3;8;3;0
746;2;33.6725394939628;35.5158727869847;38.9843613518174;33.9036707826299;33.7210429153185;34.3565875414155;34.4227316516876;41.2664727746555;32.9915208648564;33.5053926188458;33.5829934627031;35.6182864195356;39.2889723166443;33.8173119933337;34.9235746054301;34.8105397883906;34.6209571227371;41.8202812000918;33.3358787187329;34.6205051205162;0.23650644187742;0.308479347674841;0.50929411132169;-0.156040906617225;-0.386394674928428;-0.219725716637869;0.41178764194141;-0.308002606008829;-0.037868299126603;-0.428562010937567;20.3093658578181;19.3882991073355;18.4506108589772;19.4486810027513;20.1717539855839;20.8428386351947;20.9058796225267;16.0092242593758;21.1289474813133;21.538761101737;44.0320102481511;45.3797076872151;41.8474362935524;45.5105746669012;47.4377200111725;45.7738220756795;43.45626764367;38.7542517126627;41.9735154547388;46.1083030935215;47.4666021405911;44.2532548663951;44.2407414336201;45.1587879690921;48.2187378759663;45.3119807780487;44.6384713470539;48.7371889236531;46.6505856603098;46.3828072271735;47.5070097100271;45.020760008832;44.3688135560585;46.7181326003754;49.1186787103575;45.2407416339194;45.6182124731831;49.1674436001839;46.9099460570685;45.950276891405;1;1;1;1;1;1;1;1;1;1;3;2;5;3;1;2;4;9;4;1
747;2;34.1272033778404;36.5463168022507;39.5621558064949;34.0454412530662;33.5650773618101;33.4218093159307;33.5377641756917;40.88646176436;32.5993351019346;33.7332841960308;33.8268082456653;35.9353793236855;39.805652126441;33.662117990692;34.52655208085;34.5815503645448;35.0195197922705;41.5147581177502;33.2859122622753;34.1803247809915;0.254253484068613;0.297035532755488;0.354946374552433;-0.044516988837917;-0.015201468149312;0.114006243417238;0.738222193362623;-0.45435430111946;0.254605314396031;-0.060041089696435;20.2847525818583;19.3751461896766;18.4170480658859;19.4566642892522;20.1782001448086;20.844665960894;20.866036925642;16.0075182760648;21.1348398590658;21.568994202599;42.3587519443011;43.7778915761666;40.9037053395728;43.6207427994578;45.512821910134;44.0683142289922;41.7394953881468;38.6084077976945;40.4654339223225;44.3071411063613;47.2508939675285;44.1409485068501;44.2083164620509;45.0570544626;47.894421865223;45.1602837958156;44.5368685730087;48.6310438272331;46.4850082570753;46.231365002354;47.4062317277335;44.902886125892;44.3944970309304;46.6702715778047;49.0275981199136;45.1763606012345;45.4539879024167;49.126304502676;46.8290114918422;45.8753323930947;1;1;1;1;1;1;1;1;1;1;4;3;6;4;2;3;5;10;5;2
748;2;34.2647120070343;36.3258927443192;39.7147805458348;33.219367852494;34.2052860413972;34.5901122456414;35.0101783670872;40.697044559329;32.2781550331094;32.8398650810821;34.0975697729441;36.2457297006726;40.1727611151022;33.6214078271739;34.5191904220461;34.7024836017612;35.7617492444152;41.0658795932568;33.537667243971;34.1182326668889;0.006394648383955;0.091697915958119;0.111461198227804;-0.056225636592128;0.003253904284784;0.154892271718651;0.805304220032292;-0.596888379014523;0.40627748545166;0.116850502935657;20.3603966331553;19.4613979459298;18.4966089214797;19.5634216733293;20.2667078394836;20.9383342824477;20.9226069859886;16.1013660907906;21.2326803290224;21.6942803436254;40.8523523241532;42.3124751948879;40.171165120778;41.8610819124363;43.7005894505486;42.4804402617183;40.2275966398506;38.6023644134415;39.1012653176662;42.6227909811869;47.0077510792131;43.9942859759959;44.1400928671546;44.9032384894855;47.5248262415863;44.9666607043841;44.4025373141013;48.4854089825052;46.2765512541727;46.0342608687459;47.3020883910649;44.8024718817104;44.4162340789941;46.6364261471551;48.9288171278359;45.1045776364547;45.2961146975221;49.0741026019475;46.7397122531182;45.7937833055514;1;1;1;1;1;1;1;1;1;1;5;4;7;5;3;4;6;11;6;3
749;3;35.3791165834551;37.4728409752138;41.8949085205427;34.8777188522121;36.7615146380094;36.6555793915571;38.433691494308;41.4352944233129;35.4990656396581;36.2359535795384;34.128951911088;36.3576082588691;40.3056222913186;33.5789956995238;34.5478109492975;34.8760671820172;36.5898758650299;40.4790700712668;33.9635728163718;34.2561702261742;-0.472198423270733;-0.296357853490232;-0.305924463716573;-0.271677483612219;-0.387834716461384;-0.10864897341536;0.482352308955088;-0.808353782637073;0.166715390642738;-0.145219640989481;20.4342080215056;19.5446074035455;18.5821424289498;19.6570630288813;20.3412503633947;21.0181247229823;20.9664497254965;16.1892985753386;21.3056327756704;21.7964962739318;39.5166607353029;41.0074834997301;39.625858379778;40.2614828421026;42.0498310281514;41.0486448030057;38.9648577251713;38.7102205128403;37.9067076576734;41.0968405886906;46.7417746194855;43.8191208770962;44.0393014816073;44.7064653887651;47.1186609296367;44.7417584066012;44.2495089837592;48.2999030421962;46.037070659484;45.8041177234017;47.1967539640154;44.7202971337761;44.4323925755737;46.6155397095717;48.8259103556477;45.0284976225522;45.1521220304979;49.0104504805214;46.6452268261809;45.707849506669;1;1;1;1;1;1;1;1;1;1;6;5;8;6;4;5;7;12;7;4
750;1;34.6899637145218;37.1504429496367;40.5280462796034;34.1220187313741;34.8835480890019;36.1650656280032;37.9893156574805;39.8875334574895;35.2701981712789;35.1296491884019;33.6732882318363;36.0745181387148;40.0082041396095;33.3127439034893;34.1727613286581;34.7783706501439;37.0876881087863;39.670573065433;34.1451541018103;34.1241297734544;-0.902532143934806;-0.648372415865218;-0.593490930871248;-0.436918853733509;-0.733324961513559;-0.385956472387059;0.120863829322911;-0.883943480671665;-0.141805189037642;-0.448814279983066;20.332330262825;19.4513028602951;18.5009741990361;19.5634663169404;20.2381088939497;20.9022422458766;20.8185708322759;16.1185091934406;21.177492074606;21.6963479176348;38.3288532847503;39.8602737932805;39.2395975071958;38.8378272869182;40.5715532334799;39.7778399662794;37.9632329428334;38.9044730211319;36.9014428886295;39.7470493890645;46.4564024472255;43.6234247223703;43.9138619475839;44.4801915115124;46.6837765872273;44.4968209362745;44.0898971504348;48.0785786513643;45.7803361046906;45.5539598940379;47.088678508692;44.6551422599654;44.44006869983;46.6042922993199;48.7197362224438;44.9486464187661;45.0260188342704;48.9340590358283;46.5468910044507;45.6178592294286;1;1;1;1;1;1;1;1;1;1;7;6;9;7;5;6;8;13;8;5
751;1;32.7611861204619;35.2318870226162;39.3709549166155;32.6991167539103;33.4462377213493;34.2753222205612;37.3957411999654;37.9294726953943;34.1809218929958;33.8860348523572;32.7712536640689;35.4246182875406;39.4119660099896;32.8694948501322;33.4419598721859;34.3894831961873;37.2150869827643;38.7784492642495;34.0065220089589;33.6781984531612;-1.0674524358253;-0.761098216367755;-0.664673415625495;-0.405046324670335;-0.904869606187496;-0.461368762754103;-0.122854708699027;-0.785621902393497;-0.303052372852516;-0.611286017532797;20.0675986997865;19.1925749026164;18.2554951860421;19.2920253152304;19.9691730925123;20.6060128651762;20.4933921580592;15.8946288289538;20.8669753951779;21.4093653023102;37.2461834725325;38.8463593539095;38.974611928717;37.5811088512689;39.236699289846;38.6471713674409;37.1962555086303;39.1474666567036;36.0644926124239;38.5488437397013;46.152584895845;43.4147003010745;43.7711546911811;44.235878949259;46.2251277004402;44.2410784643939;43.9291271650811;47.8265990707291;45.5128706473128;45.2900368087732;46.9761707121245;44.6037386173381;44.4387419546302;46.5959936854035;48.6099486342951;44.8647521117123;44.9176605564532;48.8454221864377;46.4447670781891;45.523140299828;1;1;1;1;1;1;1;1;1;1;8;7;10;8;6;7;9;14;9;6
752;2;32.2727853709419;35.124143343449;39.0486037990045;32.7669684948176;33.3768504385672;33.9354625565894;37.5857451289174;38.1138994234576;34.1065548285646;33.2795782949541;31.6940492646611;34.655259940687;38.7364567207595;32.4527281341001;32.532978459601;33.919240303787;37.092234082798;37.9891827128338;33.698576502454;33.0620402009234;-0.97809835899288;-0.680531920829049;-0.531042440663748;-0.214914855035594;-0.90705777764406;-0.361540079250326;-0.221233633053914;-0.694329212835078;-0.290686078339219;-0.599239193509325;19.7454065829164;18.8708571715069;17.9449655893667;18.9479289735276;19.6430255846863;20.2403011293558;20.1077835519069;15.6071963510715;20.489978549856;21.0538921516174;36.234447380098;37.9447248576732;38.8055960354363;36.4779399824934;38.0160554609971;37.636568801107;36.6365623650158;39.3976438698154;35.3651824103148;37.4740618844822;45.8284257066568;43.1984479469925;43.6178224892827;43.983407066015;45.7507877528676;43.9821457327033;43.7677135117668;47.5505941880907;45.2371493146572;45.0153328517908;46.8560248893583;44.5630988527235;44.4286659988502;46.5841447618815;48.4947138830004;44.7750480825561;44.8256271348093;48.7451791819541;46.3373706162011;45.4225285523595;1;1;1;1;1;1;1;1;1;1;9;8;11;9;7;8;10;15;10;7
753;0;29.6839033379135;32.9476881099607;36.4503456449519;31.3637181985119;30.4167940574702;32.6070251083347;35.44396965354;37.1133360965892;32.6450891448884;31.7128045095087;30.6876256053454;33.952761678453;38.1823929045952;32.2158700276408;31.6043380630349;33.5421565573473;36.8594028654155;37.2895376843092;33.3903910796068;32.4485348252338;-0.504552196600722;-0.312997338281548;-0.133304931411721;0.195457654410074;-0.567340286185269;-0.08316399890613;-0.082881462337604;-0.576858153369419;-0.023198217901189;-0.371548281068511;19.4507542092199;18.5742655167679;17.6543134151955;18.6217367422917;19.3474678367358;19.8991783031696;19.7593140161598;15.3383654960286;20.1428192930429;20.7278077942142;35.2828644351287;37.1455257274568;38.7224661135016;35.5215386749382;36.8913619462641;36.7398725051107;36.2590813404489;39.6128598353554;34.7876176457729;36.5068401452873;45.4849429787173;42.9794582125598;43.4600026957108;43.7307764289174;45.2726286417337;43.7270440065842;43.605109916569;47.2582496597689;44.9556910762925;44.7313467038603;46.7246514958757;44.5313051892664;44.4104780935379;46.5641443849555;48.3710367908832;44.6781597796292;44.74808278216;48.6336581263866;46.2224661297854;45.3143713171539;1;1;1;1;1;1;1;1;1;1;10;9;12;10;8;9;11;16;11;8
754;2;28.722293792273;32.8003431568342;37.686639504829;30.7134892635577;29.6665579164246;32.6500817018151;36.342284175351;36.4712730673549;31.7540185179452;31.3029846908316;30.1537267951452;33.6193305096841;38.0370454917479;32.3914945937234;31.0175944473003;33.4468205760055;36.7729959873726;36.7087271676049;33.3492316484177;32.0635531460974;0.122962516570289;0.140287140430924;0.198911095668981;0.659071219778734;-0.135071371599434;0.221266081678065;0.022957237844247;-0.471408374219097;0.344630071011858;-0.074027979490894;19.3200443809286;18.4427410509763;17.5196110731334;18.4582644026719;19.216931841786;19.7392136032918;19.6011634189738;15.2201871705195;19.9788384197185;20.5904049708005;34.4000329730245;36.4474527402459;38.7175624773672;34.7130484262926;35.8610177993163;35.9648290564528;36.0403085119699;39.7499383574696;34.326246205674;35.6406832225196;45.123541863584;42.7590948133774;43.3010789269367;43.4813969222888;44.8023516146986;43.4805358975849;43.4396850969396;46.9542059470166;44.669316419628;44.439438323284;46.5805645569918;44.5074446981298;44.3860603983458;46.5343910104422;48.2363952386378;44.5737495594199;44.6836653137398;48.5107007960251;46.099370955915;45.197585106901;1;1;1;1;1;1;1;1;1;1;11;10;13;11;9;10;12;17;12;9
755;3;31.5107495256278;34.7747830561423;38.8870960875035;34.4970054045546;32.332381090761;34.1949998722943;38.3762346515399;37.2834347552806;35.3293552052541;33.0319173281297;30.2611991533194;33.7459021309261;38.230413831398;33.0494433466379;30.8765315618412;33.6632401097146;36.7985292393281;36.2369824613659;33.6928542105095;31.9826078329459;0.592095127907345;0.525784541101677;0.412111120968224;0.857849320897872;0.122574531422604;0.427333031393964;0.025379908009038;-0.426666720358086;0.494611665416075;0.149602769997478;19.3788245759864;18.5052272290535;17.5782595605234;18.4878568419192;19.2786005451408;19.794887192037;19.673097237799;15.2844961216249;20.0255192201131;20.6722097458271;33.6274881217669;35.8760288439659;38.7903883543344;34.0767387177362;34.9482916039186;35.3273515730859;35.9654945079683;39.7610974254725;33.9910041637269;34.8844607757007;44.7501572502782;42.5390400504209;43.1446472144375;43.2390479308989;44.3540396019377;43.2449534104104;43.2716156450291;46.6411300338915;44.3786642791566;44.1432506770467;46.4272865181222;44.4921435936475;44.3606774919396;46.4976709621145;48.0922631989557;44.4647070207679;44.6332366522199;48.3776255136208;45.9718389908153;45.0744571461058;1;1;1;1;1;1;1;1;1;1;12;11;14;12;10;11;13;18;13;10
756;0;29.3002725014646;32.3678411896165;37.7753568719795;32.9513706068856;29.3845853999778;32.9683922397615;35.4349927265672;34.6143450171915;32.8105454207681;30.3172896068222;30.825863099385;34.2473225045996;38.6335146588163;33.897952606747;30.9807974309164;34.0835234824364;36.8112664873031;35.7982581140528;34.1730394972096;32.1149321084761;1.19566483664013;1.05202762224009;0.632974388745333;1.0838545535472;0.513722106099483;0.626323038802647;0.223657766387135;-0.219848614417262;0.77226886303039;0.510597133855563;19.5408939370501;18.6720773598032;17.7465845243416;18.6340644937693;19.4492946212282;19.9712746672442;19.8813814828468;15.4559610279342;20.199099423008;20.8749299116612;33.0222124787223;35.4599755292305;38.9114009331543;33.6451550261012;34.1778344120606;34.8470800265424;36.0128548338056;39.6003014767;33.7974195495083;34.2574105746588;44.3771215627299;42.3245949641375;42.9963174795599;43.011149402592;43.9392295926135;43.0238280744416;43.1053065649919;46.3246576257754;44.0902801361057;43.8519744952119;46.2732232745458;44.486332157815;44.3413754884591;46.4617998364982;47.9448864147022;44.3568640052345;44.5973407912835;48.2387327458734;45.847111412134;44.9506626194612;1;1;1;1;1;1;1;1;1;1;13;12;15;13;11;12;14;19;14;11
757;1;27.7816667984501;31.9298543300469;36.8609769510644;31.7371839422642;28.01901612227;32.8828191626626;33.7777611541652;33.0693351226951;32.0258299942863;29.731744307255;32.0108870882115;35.2936264135377;39.2680513453518;34.9836883674547;31.4919715103156;34.7150524551704;37.0317697320601;35.5761327812273;34.9443845944654;32.6255121215407;1.58051615963753;1.34159619861859;0.694494802540646;1.14353822073715;0.700735107557552;0.633415447084623;0.34826224516645;-0.109311370546869;0.887435785784909;0.64889651517011;19.8775542530466;19.012226228525;18.0985504705079;18.9717644411059;19.8010228006256;20.3519168696815;20.2960855536375;15.7934212218991;20.5746674472211;21.2737013389644;32.6128698414862;35.2108952353239;39.0305231207929;33.4202680577912;33.5603316782647;34.5325933606865;36.1421784333095;39.2710888658142;33.7323551989441;33.7732608497958;44.019860863509;42.125160140332;42.8639576168644;42.8044649939173;43.5621262072887;42.8215275343012;42.9481041786348;46.0103842118925;43.8113668070405;43.5754221114847;46.1245210424484;44.4895414570458;44.332429236342;46.4314017347772;47.7988451257075;44.2539370547986;44.5748765355268;48.0967342754416;45.7291202655093;44.8306964157367;1;1;1;1;1;1;1;1;1;1;14;13;16;14;12;13;15;20;15;12
758;4;37.8091838246734;40.4390446962836;43.2623968337186;39.4160514345864;36.3481701226931;38.2276227491991;40.7463582097747;38.4061962370725;39.5181633928523;37.0930053158308;33.6495030937585;36.6811610883366;40.0002770702835;36.1761148515999;32.2423367861251;35.3800421574413;37.4188289594283;35.5017142931605;35.8762680104362;33.3183737236638;0.811220079319018;0.746976592311103;0.148072819195035;0.416364285134813;-0.014377555760962;0.156482488668595;-0.202100549384807;-0.614525255050997;0.257957908899739;0.010369152243304;20.3088628331754;19.4517950869997;18.5570956203949;19.4213998974562;20.2567765763877;20.8552793846481;20.8249318726433;16.2268492108469;21.0667953461679;21.7864067715772;32.4166421882774;35.1375336826842;39.1344350441566;33.3954833946788;33.1158096039076;34.3841771371334;36.3225156816625;38.8286813016471;33.7851865933806;33.4481378335787;43.696425637561;41.953054457744;42.754143125519;42.6271954349458;43.2282942232211;42.64235017307;42.8086912174493;45.7032048118434;43.5517404017319;43.3228784604242;45.9858499497872;44.5018208353467;44.3352965294121;46.4088498248566;47.6578752497973;44.1577276031637;44.5654248485356;47.9528609001454;45.6202422395083;44.7179128089701;1;1;1;1;1;1;1;1;1;1;15;14;17;15;13;14;16;21;16;13
