N,GT,predict
444,1.0,0.9934705495834351
445,1.0,0.9958022236824036
446,1.0,0.9964144229888916
447,1.0,0.9967924952507019
448,1.0,0.9968541264533997
449,1.0,0.9968980550765991
450,1.0,0.9969325065612793
451,1.0,0.9967768788337708
452,1.0,0.9965439438819885
453,1.0,0.9962931275367737
454,1.0,0.995690643787384
455,1.0,0.9946920275688171
456,1.0,0.9933285713195801
457,1.0,0.9920767545700073
458,1.0,0.9917620420455933
459,1.0,0.9906242489814758
460,1.0,0.9894272685050964
461,1.0,0.9874792098999023
462,1.0,0.9863379597663879
463,1.0,0.9867292642593384
464,1.0,0.9894171357154846
465,1.0,0.989318311214447
466,1.0,0.9901688098907471
467,1.0,0.9905723929405212
468,1.0,0.9901522994041443
469,1.0,0.9903454184532166
470,1.0,0.9862058758735657
471,1.0,0.9770013689994812
472,1.0,0.9618196487426758
473,1.0,0.933017373085022
474,1.0,0.9112719297409058
475,1.0,0.9004055857658386
476,1.0,0.9351309537887573
477,1.0,0.9305246472358704
478,1.0,0.9566013216972351
479,1.0,0.9475829601287842
480,1.0,0.934319794178009
481,1.0,0.8924486637115479
482,1.0,0.8488272428512573
483,0.0,0.695753276348114
484,0.0,0.6340010762214661
485,0.0,0.544411838054657
486,0.0,0.4107156991958618
487,0.0,0.3584483563899994
488,0.0,0.2509739100933075
489,0.0,0.13350102305412292
490,0.0,0.07784614711999893
491,0.0,0.037070710211992264
492,0.0,0.031104573979973793
493,0.0,0.023330451920628548
494,0.0,0.04827653616666794
495,0.0,0.19747020304203033
496,0.0,0.7289230227470398
497,1.0,0.9658669829368591
498,1.0,0.990501880645752
499,1.0,0.9947710633277893
500,1.0,0.9962407350540161
501,1.0,0.9966177344322205
502,1.0,0.9967972636222839
503,1.0,0.9968289732933044
504,1.0,0.9968504309654236
505,1.0,0.9968572854995728
506,1.0,0.9968090653419495
507,1.0,0.9967935681343079
508,1.0,0.9966918230056763
509,1.0,0.9965760111808777
510,1.0,0.9964834451675415
511,1.0,0.9963515996932983
512,1.0,0.996098518371582
513,1.0,0.9955969452857971
514,1.0,0.9949327111244202
515,1.0,0.992324948310852
516,1.0,0.9879382252693176
517,1.0,0.9825536608695984
518,1.0,0.9719683527946472
519,1.0,0.9664657711982727
520,1.0,0.9542943239212036
521,1.0,0.9366104006767273
522,1.0,0.9343293309211731
523,1.0,0.9392191767692566
524,1.0,0.9462051391601562
525,1.0,0.9545472264289856
526,1.0,0.9631531238555908
527,1.0,0.9723106026649475
528,1.0,0.9783856272697449
529,0.0,0.9807213544845581
530,0.0,0.9783869981765747
531,0.0,0.9674732089042664
532,0.0,0.9389330148696899
533,0.0,0.8576474189758301
534,0.0,0.6266262531280518
535,0.0,0.2909439206123352
536,0.0,0.1165648102760315
537,0.0,0.053290437906980515
538,0.0,0.037917666137218475
539,0.0,0.02602827362716198
540,0.0,0.055062200874090195
541,0.0,0.19359028339385986
542,0.0,0.6783037185668945
543,1.0,0.9687203764915466
544,1.0,0.9910969734191895
545,1.0,0.9950563907623291
546,1.0,0.9962245225906372
547,1.0,0.9966506361961365
548,1.0,0.9968189001083374
549,1.0,0.9969103932380676
550,1.0,0.9969311952590942
551,1.0,0.9969298243522644
552,1.0,0.9968216419219971
553,1.0,0.996614396572113
554,1.0,0.9959433674812317
555,1.0,0.9947915077209473
556,1.0,0.9907863736152649
557,1.0,0.9841155409812927
558,1.0,0.9687262177467346
559,1.0,0.9406456351280212
560,1.0,0.9119201898574829
561,1.0,0.8870458602905273
562,1.0,0.867821216583252
563,1.0,0.8447772264480591
564,1.0,0.8314833641052246
565,1.0,0.8108734488487244
566,1.0,0.7879232168197632
567,1.0,0.8055021166801453
568,1.0,0.8308613300323486
569,1.0,0.9058407545089722
570,1.0,0.9426477551460266
571,1.0,0.9678167700767517
572,1.0,0.9721834063529968
573,1.0,0.982857346534729
574,1.0,0.9856030941009521
575,1.0,0.982452392578125
576,1.0,0.9796692728996277
577,1.0,0.9739886522293091
578,1.0,0.9742587804794312
579,1.0,0.9620174169540405
580,1.0,0.9628196954727173
581,1.0,0.9506596922874451
582,1.0,0.8899415731430054
583,1.0,0.8084595799446106
584,1.0,0.7180576324462891
585,1.0,0.7694609761238098
586,1.0,0.7552452087402344
587,1.0,0.7658419013023376
588,0.0,0.7038509845733643
589,0.0,0.6540513634681702
590,0.0,0.45570477843284607
591,0.0,0.34252768754959106
592,0.0,0.27205589413642883
593,0.0,0.20190253853797913
594,0.0,0.11372369527816772
595,0.0,0.059027016162872314
596,0.0,0.0362711176276207
597,0.0,0.027440840378403664
598,0.0,0.019664576277136803
599,0.0,0.0485491007566452
600,0.0,0.1444002389907837
601,1.0,0.5526865720748901
602,1.0,0.9173661470413208
603,1.0,0.9825330972671509
604,1.0,0.9926273226737976
605,1.0,0.9949837923049927
606,1.0,0.9958744645118713
607,1.0,0.9962522387504578
608,1.0,0.9965519905090332
609,1.0,0.9965243935585022
610,1.0,0.9963672161102295
611,1.0,0.9961677193641663
612,1.0,0.995762825012207
613,1.0,0.9952235817909241
614,1.0,0.9937853813171387
615,1.0,0.9897274374961853
616,1.0,0.980620265007019
617,1.0,0.9480469822883606
618,1.0,0.9151620864868164
619,1.0,0.8866857886314392
620,1.0,0.8634987473487854
621,1.0,0.8569254875183105
622,1.0,0.7226434946060181
623,1.0,0.5944784879684448
624,1.0,0.5296018123626709
625,1.0,0.5017465353012085
626,0.0,0.5551397800445557
627,0.0,0.42545264959335327
628,0.0,0.36483126878738403
629,0.0,0.32457828521728516
630,0.0,0.2423435002565384
631,0.0,0.18998491764068604
632,0.0,0.109869584441185
633,0.0,0.06617826223373413
634,0.0,0.03827349469065666
635,0.0,0.03219113126397133
636,0.0,0.027354341000318527
637,0.0,0.057628050446510315
638,1.0,0.18110650777816772
639,1.0,0.5505132079124451
640,1.0,0.8937893509864807
641,1.0,0.9791297316551208
642,1.0,0.9935076236724854
643,1.0,0.9953783750534058
644,1.0,0.9963114857673645
645,1.0,0.9965247511863708
646,1.0,0.996448278427124
647,1.0,0.9963969588279724
648,1.0,0.9959624409675598
649,1.0,0.9943445920944214
650,1.0,0.9894156455993652
651,0.0,0.9727970361709595
652,0.0,0.9330440163612366
653,0.0,0.787757396697998
654,0.0,0.5503673553466797
655,0.0,0.24473965167999268
656,0.0,0.08822766691446304
657,0.0,0.03505225107073784
658,0.0,0.018397178500890732
659,0.0,0.013477731496095657
660,0.0,0.011223199777305126
661,0.0,0.010825886391103268
662,0.0,0.019222106784582138
663,0.0,0.08611688762903214
664,1.0,0.4256857633590698
665,1.0,0.9203557372093201
666,1.0,0.9890381097793579
667,1.0,0.9942775368690491
668,1.0,0.995895504951477
669,1.0,0.9964344501495361
670,1.0,0.9966174960136414
671,1.0,0.9966611862182617
672,1.0,0.9965698719024658
673,1.0,0.9964337348937988
674,1.0,0.9955312609672546
675,1.0,0.9941904544830322
676,1.0,0.9903744459152222
677,1.0,0.9851284623146057
678,1.0,0.9811002016067505
679,1.0,0.9795958995819092
680,1.0,0.9845501184463501
681,1.0,0.9844224452972412
682,1.0,0.9896135926246643
683,1.0,0.9897825717926025
684,1.0,0.9905275106430054
685,1.0,0.9918155074119568
686,1.0,0.991558313369751
687,1.0,0.9908060431480408
688,1.0,0.9876574277877808
689,1.0,0.9805858731269836
690,1.0,0.9588096141815186
691,1.0,0.8895299434661865
692,1.0,0.7801882028579712
693,1.0,0.6854829788208008
694,1.0,0.6679177284240723
695,1.0,0.7767077088356018
696,1.0,0.8507953882217407
697,1.0,0.859722375869751
698,1.0,0.8815447688102722
699,1.0,0.8987043499946594
700,1.0,0.9236926436424255
701,1.0,0.9445489048957825
702,1.0,0.9740707874298096
703,1.0,0.9849634766578674
704,1.0,0.9879031777381897
705,1.0,0.9906485676765442
706,1.0,0.9932674169540405
707,1.0,0.9931799173355103
708,1.0,0.9943865537643433
709,1.0,0.9938588738441467
710,1.0,0.994388997554779
711,1.0,0.993473470211029
712,1.0,0.9937439560890198
713,1.0,0.9933314919471741
714,1.0,0.9918842315673828
715,1.0,0.9918466806411743
716,1.0,0.9886131286621094
717,1.0,0.9870540499687195
718,1.0,0.9843316078186035
719,1.0,0.9804452061653137
720,1.0,0.9661673307418823
721,0.0,0.9129243493080139
722,0.0,0.7569447159767151
723,0.0,0.5023240447044373
724,0.0,0.2856527864933014
725,0.0,0.16391180455684662
726,0.0,0.11432880163192749
727,0.0,0.0500655472278595
728,0.0,0.024052388966083527
729,0.0,0.01580318808555603
730,0.0,0.014836200512945652
731,0.0,0.012608862482011318
732,0.0,0.02017884887754917
733,0.0,0.04708767309784889
734,0.0,0.20665240287780762
735,1.0,0.7830348014831543
736,1.0,0.9756583571434021
737,1.0,0.9923337697982788
738,1.0,0.9952671527862549
739,1.0,0.996323823928833
740,1.0,0.9965938925743103
741,1.0,0.9967278242111206
742,1.0,0.9967765212059021
743,1.0,0.9967838525772095
744,1.0,0.996625542640686
745,1.0,0.9962869882583618
746,1.0,0.9960446357727051
747,1.0,0.995669960975647
748,1.0,0.9953327775001526
749,1.0,0.9947808384895325
750,1.0,0.9946016073226929
751,1.0,0.9944345355033875
752,1.0,0.9946737289428711
753,1.0,0.9939495325088501
754,1.0,0.993925154209137
755,1.0,0.9927103519439697
756,1.0,0.9909815192222595
757,1.0,0.9887983202934265
758,1.0,0.9894055724143982
759,1.0,0.990624725818634
760,1.0,0.9919644594192505
761,1.0,0.9929386973381042
762,1.0,0.9942943453788757
763,1.0,0.9942469000816345
764,1.0,0.9940245747566223
765,1.0,0.9929184317588806
766,1.0,0.9903905391693115
767,1.0,0.9843236804008484
768,1.0,0.9729059338569641
769,1.0,0.9349095821380615
770,1.0,0.8772450089454651
771,1.0,0.8465096950531006
772,1.0,0.8452001214027405
773,1.0,0.8454055786132812
774,1.0,0.8363118767738342
775,1.0,0.8195993304252625
776,1.0,0.8186794519424438
777,1.0,0.8142659068107605
778,1.0,0.8077537417411804
779,1.0,0.8108800053596497
780,1.0,0.8178592324256897
781,1.0,0.8052923679351807
782,1.0,0.7729092836380005
783,1.0,0.6813123822212219
784,1.0,0.5811644792556763
785,1.0,0.5465900897979736
786,1.0,0.5472673177719116
787,1.0,0.5316250324249268
788,1.0,0.6068348288536072
789,1.0,0.5307179093360901
790,1.0,0.5005100965499878
791,1.0,0.4942733645439148
792,1.0,0.5341601967811584
793,1.0,0.6040428280830383
794,1.0,0.6444367170333862
795,1.0,0.6149867177009583
796,0.0,0.5561871528625488
797,0.0,0.4504976272583008
798,0.0,0.31253254413604736
799,0.0,0.22143228352069855
800,0.0,0.08778570592403412
801,0.0,0.039328306913375854
802,0.0,0.021002693101763725
803,0.0,0.013216993771493435
804,0.0,0.0098886052146554
805,0.0,0.009000600315630436
806,0.0,0.007728089578449726
807,0.0,0.013208494521677494
808,0.0,0.0285040233284235
809,0.0,0.15906044840812683
810,1.0,0.8061442375183105
811,1.0,0.9865829348564148
812,1.0,0.9946749210357666
813,1.0,0.9962378740310669
814,1.0,0.9967243075370789
815,1.0,0.9968727231025696
816,1.0,0.9969621300697327
817,1.0,0.9970012307167053
818,1.0,0.9970195889472961
819,1.0,0.9970158338546753
820,1.0,0.9968570470809937
821,1.0,0.9967002272605896
822,1.0,0.9963926672935486
823,1.0,0.9960634112358093
824,1.0,0.9952196478843689
825,1.0,0.9927228093147278
826,1.0,0.988651692867279
827,1.0,0.9860888123512268
828,1.0,0.9859110116958618
829,1.0,0.9873427152633667
830,1.0,0.9904279708862305
831,1.0,0.9896243214607239
832,1.0,0.9886795878410339
833,1.0,0.9864832758903503
834,1.0,0.9831507802009583
835,1.0,0.9789197444915771
836,1.0,0.9736828804016113
837,1.0,0.9746282696723938
838,1.0,0.9742743372917175
839,1.0,0.970207154750824
840,1.0,0.9545243382453918
841,1.0,0.9244840145111084
842,1.0,0.9072586894035339
843,1.0,0.9231577515602112
844,1.0,0.9389729499816895
845,1.0,0.947695791721344
846,1.0,0.9633483290672302
847,1.0,0.966776430606842
848,1.0,0.9712226390838623
849,1.0,0.9694663286209106
850,1.0,0.977249264717102
851,1.0,0.9821254014968872
852,1.0,0.9891065955162048
853,1.0,0.9897744655609131
854,1.0,0.9924337863922119
855,1.0,0.9921028017997742
856,1.0,0.9924942255020142
857,1.0,0.9929875731468201
858,1.0,0.993057370185852
859,1.0,0.993449866771698
860,1.0,0.9934926629066467
861,1.0,0.9932988882064819
862,1.0,0.9925750494003296
863,1.0,0.991821825504303
864,1.0,0.9911497831344604
865,1.0,0.9910622835159302
866,1.0,0.9906631708145142
867,1.0,0.989080011844635
868,1.0,0.9844978451728821
869,1.0,0.9751103520393372
870,1.0,0.9489973783493042
871,1.0,0.9141661524772644
872,1.0,0.9003736972808838
873,1.0,0.9147143363952637
874,1.0,0.9581813216209412
875,1.0,0.9757007956504822
876,0.0,0.9839624762535095
877,0.0,0.9825641512870789
878,0.0,0.978107750415802
879,0.0,0.9621798396110535
880,0.0,0.9074171781539917
881,0.0,0.7539721727371216
882,0.0,0.4498681128025055
883,0.0,0.1768239140510559
884,0.0,0.07824035733938217
885,0.0,0.058896031230688095
886,0.0,0.03721970319747925
887,0.0,0.12256280332803726
888,0.0,0.40056195855140686
889,1.0,0.8463720083236694
890,1.0,0.9722455143928528
