N,GT,predict
444,0.0,0.9917213320732117
445,1.0,0.9956965446472168
446,1.0,0.9973543882369995
447,1.0,0.9982466697692871
448,1.0,0.9978663325309753
449,1.0,0.9990370273590088
450,1.0,0.9991248250007629
451,1.0,0.9988768696784973
452,1.0,0.9995653033256531
453,1.0,0.9995232820510864
454,1.0,0.9994955062866211
455,1.0,0.999448835849762
456,1.0,0.9992252588272095
457,1.0,0.9993152618408203
458,1.0,0.9992606043815613
459,1.0,0.9991550445556641
460,1.0,0.999016284942627
461,1.0,0.9982197880744934
462,1.0,0.9987548589706421
463,1.0,0.9985842704772949
464,1.0,0.9983094930648804
465,1.0,0.9984055161476135
466,1.0,0.9982068538665771
467,1.0,0.9981789588928223
468,1.0,0.9980767965316772
469,1.0,0.9980137348175049
470,1.0,0.997678816318512
471,1.0,0.9968633651733398
472,1.0,0.9898054599761963
473,1.0,0.9928246736526489
474,1.0,0.9729676842689514
475,1.0,0.9856022000312805
476,1.0,0.9846440553665161
477,1.0,0.9852333664894104
478,1.0,0.9876891374588013
479,1.0,0.98830646276474
480,1.0,0.9893954396247864
481,1.0,0.9879319071769714
482,1.0,0.9868378043174744
483,1.0,0.9605977535247803
484,1.0,0.9829288721084595
485,1.0,0.9819599390029907
486,1.0,0.9782018661499023
487,1.0,0.9728925228118896
488,1.0,0.9643224477767944
489,1.0,0.9488798975944519
490,1.0,0.9265144467353821
491,1.0,0.7023757100105286
492,1.0,0.7743474245071411
493,1.0,0.6633821129798889
494,1.0,0.5911843180656433
495,0.0,0.4574326276779175
496,0.0,0.3872801661491394
497,0.0,0.24011720716953278
498,0.0,0.08025845885276794
499,0.0,0.13595709204673767
500,0.0,0.11508123576641083
501,0.0,0.09940005838871002
502,0.0,0.017651226371526718
503,0.0,0.027462901547551155
504,0.0,0.02160237915813923
505,0.0,0.0757574662566185
506,0.0,0.0662163496017456
507,0.0,0.2646467387676239
508,1.0,0.5380576848983765
509,1.0,0.782563328742981
510,1.0,0.9307790398597717
511,1.0,0.9742220640182495
512,1.0,0.9887686967849731
513,1.0,0.9936506152153015
514,1.0,0.9952979683876038
515,1.0,0.9981203675270081
516,1.0,0.9961291551589966
517,1.0,0.9969005584716797
518,1.0,0.9911013841629028
519,1.0,0.9924306273460388
520,1.0,0.9854689240455627
521,1.0,0.9170825481414795
522,1.0,0.9050583839416504
523,1.0,0.7724806666374207
524,1.0,0.606096625328064
525,1.0,0.3838883936405182
526,1.0,0.2950703799724579
527,1.0,0.19944067299365997
528,0.0,0.18288230895996094
529,0.0,0.1486479640007019
530,0.0,0.09243723750114441
531,0.0,0.06507910788059235
532,0.0,0.018301302567124367
533,0.0,0.012081356719136238
534,0.0,0.018114082515239716
535,0.0,0.0027801620308309793
536,0.0,0.004270091187208891
537,0.0,0.0035637887194752693
538,0.0,0.006844892632216215
539,0.0,0.006296451203525066
540,0.0,0.017506694421172142
541,0.0,0.0337020680308342
542,0.0,0.08062786608934402
543,1.0,0.22571024298667908
544,1.0,0.4897935688495636
545,1.0,0.8125690221786499
546,1.0,0.9413480758666992
547,1.0,0.950191855430603
548,1.0,0.9770558476448059
549,1.0,0.9923466444015503
550,1.0,0.9977816939353943
551,1.0,0.997215986251831
552,1.0,0.9957279562950134
553,1.0,0.9962794184684753
554,1.0,0.9954598546028137
555,1.0,0.9923222661018372
556,1.0,0.9825169444084167
557,1.0,0.8927412033081055
558,1.0,0.8330727815628052
559,1.0,0.525780200958252
560,0.0,0.10949139297008514
561,0.0,0.0935826227068901
562,0.0,0.0550287663936615
563,0.0,0.030145660042762756
564,0.0,0.011624915525317192
565,0.0,0.01780148781836033
566,0.0,0.0172842126339674
567,0.0,0.0028462314512580633
568,0.0,0.005494358018040657
569,0.0,0.009074397385120392
570,0.0,0.01765105128288269
571,0.0,0.04550367221236229
572,0.0,0.12528593838214874
573,0.0,0.42285624146461487
574,1.0,0.7803996801376343
575,1.0,0.9355958104133606
576,1.0,0.9724506139755249
577,1.0,0.9874140620231628
578,1.0,0.9939481019973755
579,1.0,0.9956138134002686
580,1.0,0.9968575239181519
581,1.0,0.9986729621887207
582,1.0,0.9987390637397766
583,1.0,0.9978579878807068
584,1.0,0.9983811378479004
585,1.0,0.9983459711074829
586,1.0,0.9983667731285095
587,1.0,0.9984890222549438
588,1.0,0.9984048008918762
589,1.0,0.9981076717376709
590,1.0,0.9980295300483704
591,1.0,0.9979212880134583
592,1.0,0.9978152513504028
593,1.0,0.9977570176124573
594,1.0,0.9971952438354492
595,1.0,0.9963529109954834
596,1.0,0.9950620532035828
597,1.0,0.9922508597373962
598,1.0,0.9724789261817932
599,1.0,0.9807687401771545
600,1.0,0.9704821705818176
601,1.0,0.9018585085868835
602,1.0,0.9397734999656677
603,1.0,0.91595059633255
604,1.0,0.8908659815788269
605,1.0,0.6974406838417053
606,1.0,0.84942227602005
607,1.0,0.8252986669540405
608,1.0,0.7991711497306824
609,1.0,0.7493031620979309
610,1.0,0.49679121375083923
611,1.0,0.7218160033226013
612,1.0,0.7489891052246094
613,0.0,0.7607178688049316
614,0.0,0.726180911064148
615,0.0,0.6795228123664856
616,0.0,0.5399051308631897
617,0.0,0.17168249189853668
618,0.0,0.10077452659606934
619,0.0,0.17434237897396088
620,0.0,0.020280255004763603
621,0.0,0.03138134256005287
622,0.0,0.04796072468161583
623,0.0,0.04377905651926994
624,0.0,0.08934424072504044
625,0.0,0.38142645359039307
626,0.0,0.7068026065826416
627,1.0,0.8966443538665771
