N,GT,predict
444,1.0,0.9989365935325623
445,1.0,0.9993461966514587
446,1.0,0.999401330947876
447,1.0,0.9997082352638245
448,1.0,0.9997783303260803
449,1.0,0.9997668862342834
450,1.0,0.999789297580719
451,1.0,0.9997058510780334
452,1.0,0.9992789626121521
453,1.0,0.9985829591751099
454,1.0,0.9964883327484131
455,1.0,0.9914041757583618
456,1.0,0.9895275235176086
457,1.0,0.9633603096008301
458,1.0,0.9720765948295593
459,1.0,0.9576148986816406
460,1.0,0.9428245425224304
461,1.0,0.9548829793930054
462,1.0,0.9234912991523743
463,1.0,0.9650929570198059
464,1.0,0.9669920802116394
465,1.0,0.9829408526420593
466,1.0,0.9736132621765137
467,1.0,0.977013885974884
468,1.0,0.969641923904419
469,1.0,0.9763112664222717
470,1.0,0.9629473686218262
471,1.0,0.803641140460968
472,1.0,0.7410615682601929
473,1.0,0.5997536778450012
474,1.0,0.6409997940063477
475,1.0,0.7828239798545837
476,1.0,0.8686902523040771
477,1.0,0.8271170854568481
478,1.0,0.8970522284507751
479,1.0,0.7351725101470947
480,1.0,0.5698710083961487
481,0.0,0.48917078971862793
482,0.0,0.2579524517059326
483,0.0,0.195362389087677
484,0.0,0.13551127910614014
485,0.0,0.10749409347772598
486,0.0,0.1163649782538414
487,0.0,0.11542009562253952
488,0.0,0.04668525606393814
489,0.0,0.025424247607588768
490,0.0,0.019435839727520943
491,0.0,0.01716543547809124
492,0.0,0.024174736812710762
493,1.0,0.18050037324428558
494,1.0,0.32131507992744446
495,1.0,0.7135538458824158
496,1.0,0.9166035652160645
497,1.0,0.9879882335662842
498,1.0,0.9963629841804504
499,1.0,0.9977548718452454
500,1.0,0.9992893934249878
501,1.0,0.9995597004890442
502,1.0,0.9996211528778076
503,1.0,0.999365508556366
504,1.0,0.9993681311607361
505,1.0,0.9961687922477722
506,1.0,0.9978677034378052
507,1.0,0.9982486963272095
508,1.0,0.9977023005485535
509,1.0,0.9987155199050903
510,1.0,0.9986056685447693
511,1.0,0.9986497759819031
512,1.0,0.9987119436264038
513,1.0,0.9978938698768616
514,1.0,0.9969276785850525
515,1.0,0.9895053505897522
516,1.0,0.9869121313095093
517,1.0,0.9776538014411926
518,1.0,0.9761062264442444
519,1.0,0.9680109024047852
520,1.0,0.9539669156074524
521,1.0,0.9518769383430481
522,1.0,0.958317220211029
523,1.0,0.9650662541389465
524,1.0,0.9284424781799316
525,0.0,0.9758406281471252
526,0.0,0.9551599025726318
527,0.0,0.9830183982849121
528,0.0,0.9573574066162109
529,0.0,0.9302579760551453
530,0.0,0.8358089327812195
531,0.0,0.4162219166755676
532,0.0,0.2673543393611908
533,0.0,0.09501951187849045
534,0.0,0.016011452302336693
535,0.0,0.015175019390881062
536,0.0,0.011381248012185097
537,0.0,0.04642507806420326
538,0.0,0.07503456622362137
539,0.0,0.36760228872299194
540,0.0,0.6785706281661987
541,0.0,0.859186589717865
542,1.0,0.9016597867012024
543,1.0,0.983715832233429
544,1.0,0.9941778182983398
545,1.0,0.9957255125045776
546,1.0,0.9978815913200378
547,1.0,0.99932861328125
548,1.0,0.9995961785316467
549,1.0,0.9995915293693542
550,1.0,0.9997729659080505
551,1.0,0.9997850060462952
552,1.0,0.9998559951782227
553,1.0,0.9998196959495544
554,1.0,0.9995813965797424
555,1.0,0.999161958694458
556,1.0,0.9984797835350037
557,1.0,0.9980011582374573
558,1.0,0.9974554181098938
559,1.0,0.997018575668335
560,1.0,0.9967973828315735
561,1.0,0.9969991445541382
562,1.0,0.9907384514808655
563,1.0,0.9854183197021484
564,1.0,0.9858314990997314
565,1.0,0.9530635476112366
566,1.0,0.8965215682983398
567,1.0,0.9433939456939697
568,1.0,0.8868774771690369
569,1.0,0.9543502330780029
570,1.0,0.9702639579772949
571,1.0,0.9805529713630676
572,1.0,0.9710698127746582
573,1.0,0.9740062355995178
574,1.0,0.9558529853820801
575,1.0,0.8218392729759216
576,1.0,0.8176344633102417
577,1.0,0.6959654688835144
578,1.0,0.5526530742645264
579,1.0,0.44014883041381836
580,0.0,0.2555059492588043
581,0.0,0.11540497094392776
582,0.0,0.023903483524918556
583,0.0,0.0225810706615448
584,0.0,0.016267087310552597
585,0.0,0.014504957012832165
586,0.0,0.02041141875088215
587,0.0,0.010251331143081188
588,0.0,0.006256286054849625
589,0.0,0.005108523182570934
590,0.0,0.004712286870926619
591,0.0,0.005913187749683857
592,0.0,0.033429067581892014
593,1.0,0.0737704262137413
594,1.0,0.27661454677581787
595,1.0,0.6920896768569946
596,1.0,0.9591510891914368
597,1.0,0.9907824397087097
598,1.0,0.997798502445221
599,1.0,0.9991194605827332
600,1.0,0.9995280504226685
601,1.0,0.9997785687446594
602,1.0,0.9998189806938171
603,1.0,0.9998002648353577
604,1.0,0.9998008608818054
605,1.0,0.9997950196266174
606,1.0,0.9995467066764832
607,1.0,0.9992471933364868
608,1.0,0.9991986155509949
609,1.0,0.9991728663444519
610,1.0,0.9993178844451904
611,1.0,0.9991119503974915
612,1.0,0.9989548921585083
613,1.0,0.9990384578704834
614,1.0,0.9971330165863037
615,1.0,0.9855144023895264
616,1.0,0.9622481465339661
617,1.0,0.9327961802482605
618,1.0,0.9077807664871216
619,1.0,0.7144632935523987
620,1.0,0.7726302146911621
621,1.0,0.5679130554199219
622,0.0,0.16581770777702332
623,0.0,0.1308460831642151
624,0.0,0.0815824344754219
625,0.0,0.049702927470207214
626,0.0,0.025599267333745956
627,0.0,0.0074377828277647495
628,0.0,0.007953676395118237
629,0.0,0.00752495089545846
630,0.0,0.0043644290417432785
631,0.0,0.0053619458340108395
632,0.0,0.0050908601842820644
633,0.0,0.005607347935438156
634,0.0,0.02389475330710411
635,0.0,0.03153921663761139
636,0.0,0.18078754842281342
637,0.0,0.4767407476902008
638,1.0,0.8033124804496765
639,1.0,0.9453163743019104
640,1.0,0.985320508480072
641,1.0,0.9928520321846008
642,1.0,0.9984480142593384
643,1.0,0.9991106390953064
644,1.0,0.9995736479759216
645,1.0,0.9997052550315857
646,1.0,0.9996747970581055
647,1.0,0.9997538924217224
648,1.0,0.9996955394744873
649,1.0,0.9995228052139282
650,1.0,0.9976987242698669
651,1.0,0.9970458149909973
652,1.0,0.9921963214874268
653,1.0,0.9902487397193909
654,1.0,0.9798824191093445
655,1.0,0.8253650069236755
656,1.0,0.6688829064369202
657,1.0,0.3179314434528351
658,1.0,0.09728425741195679
659,0.0,0.03289971500635147
660,0.0,0.025591252371668816
661,0.0,0.0350152850151062
662,0.0,0.030179180204868317
663,0.0,0.08387893438339233
664,0.0,0.05336695536971092
665,0.0,0.03443116694688797
666,0.0,0.032747771590948105
667,0.0,0.009957781061530113
668,0.0,0.008347474038600922
669,0.0,0.0032271561212837696
670,0.0,0.004626775160431862
671,0.0,0.015382224693894386
672,0.0,0.06922092288732529
673,0.0,0.3392678499221802
674,1.0,0.7046170830726624
675,1.0,0.9745104908943176
676,1.0,0.9959040284156799
677,1.0,0.9978182315826416
678,1.0,0.9994258880615234
679,1.0,0.9995399713516235
680,1.0,0.9997313618659973
681,1.0,0.9997888207435608
682,1.0,0.999843955039978
683,1.0,0.9998636245727539
684,1.0,0.9998706579208374
685,1.0,0.9998657703399658
686,1.0,0.9997983574867249
